"region","sector_j","sector_name","fd_dom_hh","fd_dom_gov","fd_dom_id","fd_dom_idg","fd_xbr_hh","fd_xbr_gov","fd_xbr_id","fd_xbr_idg","d_new","d_old"
"Z2",45,"Machine, Equipment Renting",8.52875592008483,0.0901144502334529,0,0.0236423730313758,0,0,0,0,8.64251274334966,8.64251274334966
"Z2",46,"R&D",2.37656660898373,14.850713793146,0,0.501881353730286,0,0,0,0,17.72916175586,17.72916175586
"Z2",47,"Public Administration, Defence",51.0377828515985,383.544003508197,0,0.238063149359222,0,0,0,0,434.819849509155,434.819849509155
"Z2",48,"Education",29.0329623740704,95.7038829533316,0,0.0826690458434503,0,0,0,0,124.819514373245,124.819514373245
"Z2",49,"Health, Social Work",84.0274810648107,134.640015758452,0,0.265835448741862,0,0,0,0,218.933332272005,218.933332272005
"Z2",50,"Waste Incineration",0.751056121683827,0.511586855252163,0,0.00225629431528865,0,0,0,0,1.26489927125128,1.26489927125128
"Z2",51,"Biogas, Composting",0.374949506692645,0.406750963977712,0,0.00418546857168785,0,0,0,0,0.785885939242045,0.785885939242045
"Z2",52,"Waste Water",2.89542997603431,5.14458010661194,0,0.00718583279944848,0,0,0,0,8.04719591544569,8.04719591544569
"Z2",53,"Waste Landfill",3.68434147062617,1.57014115105317,0,0.0180133176414995,0,0,0,0,5.27249593932084,5.27249593932084
"Z2",54,"Other Services",42.2865488749638,1.95347631343345,0,0.173943704583993,0,0,0,0,44.4139688929812,44.4139688929812
