t,H,V,nu_wheat,nu_iron,nu_pigs
87.78,-0.34964122325533736,4.049393016220901,0.4813231220092515,0.2593942919271644,0.25928258606358406
87.8,-0.33528661527839637,4.0439970947211865,0.4821741591445312,0.2592436602014365,0.2585821806540322
87.82000000000001,-0.3205382242876982,4.038946738411204,0.48298245015644575,0.25908238997732624,0.25793515986622806
87.84,-0.3054152806700521,4.034244309750523,0.48374708168126374,0.25891074113205614,0.2573421771866801
87.86,-0.2899372326680599,4.029891969080932,0.48446718728407795,0.2587289739432604,0.2568038387726617
87.88,-0.27412373307366206,4.025891689396773,0.48514194734874516,0.25853734803382533,0.2563207046174294
87.9,-0.25799462684957297,4.022245270061922,0.4857705889872269,0.25833612138567436,0.2558932896270988
87.92,-0.24156993962144752,4.018954349446105,0.48635238597474734,0.2581255494248219,0.25552206460043075
87.94,-0.22486986698158856,4.016020416456134,0.48688665871679704,0.2579058841796979,0.25520745710350506
87.96000000000001,-0.20791476454303692,4.013444820940184,0.48737277425359404,0.2576773735144273,0.25494985223197875
87.98,-0.1907251386815726,4.011228782945264,0.4878101463071801,0.25744026043846674,0.25474959325435315
88.0,-0.17332163790152916,4.009373400809738,0.4881982353758808,0.2571947824937229,0.25460698213039634
88.02,-0.15572504476017532,4.007879658074144,0.4885365488803832,0.25694117122002597,0.25452227989959086
88.04,-0.13795626828433613,4.006748429194596,0.48882464136519704,0.256679651699593,0.25449570693520995
88.06,-0.12003633681188877,4.005980484043972,0.4890621147587553,0.2564104421808906,0.25452744306035413
88.08,-0.10198639118984205,4.005576491186653,0.48924861869488284,0.25613375378209324,0.2546176275230239
88.10000000000001,-0.0838276782599573,4.005537019913197,0.48938385089781494,0.25584979027413296,0.25476635882805215
88.12,-0.06558154456197943,4.0058625410216715,0.4894675576323807,0.2555587479431366,0.2549736944244827
88.14,-0.0472694301838895,4.006553426332799,0.48949953422038084,0.2552608155318605,0.2552396502477588
88.16,-0.028912862687779567,4.007609946926441,0.48947962562358155,0.2549561742595402,0.25556420011687814
88.18,-0.010533451039414297,4.009032270087417,0.48940772709312164,0.25464499791939016,0.25594727498748815
88.2,0.007847120531297071,4.010820454949201,0.4892837848844786,0.2543274530527912,0.2563887620627303
88.22,0.026207098812179707,4.01297444682481,0.48910779703647617,0.254003699199017,0.2568885037645069
88.24,0.0445246681070119,4.015494070215134,0.4888798142121235,0.25367388921914213,0.25744629656873436
88.26,0.06277795702464943,4.018379020486243,0.4885999405983716,0.2533381696925662,0.25806188970906224
88.28,0.08094504563414633,4.0216288542087755,0.48826833486114324,0.2529966813843651,0.2587349837544916
88.3,0.09900397306143056,4.025242978154501,0.48788521115125244,0.25264955978144904,0.2594652290672986
88.32000000000001,0.11693274560372609,4.0292206369476435,0.487450840156068,0.2522969356952472,0.26025222414868493
88.34,0.13470934543800736,4.0335608993714684,0.48696555019100607,0.2519389359283848,0.26109551388060925
88.36,0.15231174000025777,4.038262643334224,0.48642972832415504,0.25157568400252434,0.2619945876733206
88.38,0.16971789211230667,4.043324539502718,0.4858438215265477,0.2512073009442477,0.26294887752920465
88.4,0.18690577093296948,4.048745033616681,0.48520833783980677,0.25083390612553425,0.263957756034659
88.42,0.2038533638101533,4.054522327502707,0.4845238475521065,0.2504556181550518,0.2650205342928418
88.44,0.22053868910989252,4.06065435881303,0.4837909843726115,0.25007255581612414,0.26613645981126444
88.46000000000001,0.23693981009777257,4.0671387795216765,0.4830104465937966,0.24968483904686656,0.2673047143593368
88.48,0.25303484994702946,4.0739729332187435,0.48218299823031174,0.2492925899575942,0.268524411812094
88.5,0.26880200794630627,4.081153831252723,0.4813094701223454,0.24889593388021164,0.26979459599744304
88.52,0.2842195769781841,4.0886781277808675,0.48039076099077627,0.2484950004438811,0.2711142385653428
88.54,0.2992659623374132,4.096542093798769,0.47942783843077846,0.24808992467085492,0.2724822368983666
88.56,0.31391970195499314,4.1047415902324,0.47842173982998576,0.2476808480859382,0.2738974120840762
88.58,0.3281594880909033,4.113272040189038,0.4773735731968247,0.2472679198326336,0.2753585069705417
88.60000000000001,0.3419641905542907,4.122128400477602,0.47628451788421644,0.24685129778861367,0.2768641843271698
88.62,0.3553128815054465,4.13130513252403,0.47515582519351807,0.24643114967276783,0.27841302513371413
88.64,0.36818486188836924,4.140796172823321,0.4739888188433525,0.2460076541356979,0.28000352702094966
88.66,0.3805596895365861,4.150594903086702,0.4727848952878636,0.24558100182518566,0.28163410288695073
88.68,0.39241720898794935,4.160694120259973,0.47154552386894194,0.2451513964178369,0.2833030797132212
88.7,0.40373758303619917,4.1710860066072355,0.4702722467871045,0.24471905560783053,0.2850086976050651
88.72,0.41450132603802914,4.181762100072941,0.46896667887599836,0.24428421204347153,0.2867491090805303
88.74,0.4246893389848294,4.192713265154093,0.4676305071659184,0.24384711420207347,0.2885223786320081
88.76,0.4342829463371418,4.203929664533503,0.46626549022232266,0.24340802719358323,0.290326482584094
88.78,0.44326393460796315,4.215400731743897,0.46487345724606305,0.2429672334833238,0.29215930927061334
88.8,0.4516145926680333,4.227115145151057,0.4634563069229635,0.242525033524267,0.29401865955276946
88.82000000000001,0.45931775373208866,4.239060803561932,0.46201600601144804,0.24208174628937304,0.29590224769917906
88.84,0.46635683896984054,4.251224803780281,0.4605545876581526,0.24163770969474427,0.297807702647103
88.86,0.4727159026691855,4.263593420447503,0.4590741494328605,0.24119328090465716,0.29973256966248235
88.88,0.4783796788618957,4.276152088519739,0.4575768510756433,0.24074883650994144,0.3016743124144154
88.9,0.4833336293037339,4.288885388743298,0.45606491195079857,0.24030477257169724,0.30363031547750413
88.92,0.48756399268188655,4.30177703649883,0.4545406082040042,0.23986150452295965,0.3055978872730362
88.94,0.49105783490263044,4.3148098743898755,0.4530062696210695,0.23941946692165028,0.3075742634572802
88.96000000000001,0.49380310029158264,4.327965868952896,0.45146427618873103,0.23897911304899508,0.3095566107622738
88.98,0.49578866351787226,4.341226111863438,0.4499170543600884,0.23854091434852148,0.3115420312913902
89.0,0.4970043820320541,4.35457082600593,0.448367073029498,0.23810535970179375,0.3135275672687081
89.02,0.4974411487860754,4.367979376762604,0.44681683922400683,0.23767295453817716,0.31551020623781584
89.04,0.49709094498212025,4.381430288859663,0.4452688935206852,0.2372442197771416,0.31748688670217323
89.06,0.4959468925760391,4.394901269085652,0.4437258052014997,0.23681969060291544,0.31945450419558485
89.08,0.49400330624051625,4.408369235167949,0.44219016715960524,0.23639991507266453,0.3214099177677303
89.10000000000001,0.4912557444735061,4.421810351058018,0.44066459057311236,0.2359854525607903,0.3233499568660974
89.12,0.4877010595190669,4.435200068834416,0.4391516993644826,0.23557687204340114,0.3252714285921163
89.14,0.4833374457509194,4.448513177384647,0.437654124465675,0.23517475022849582,0.32717112530582915
89.16,0.4781644861540554,4.461723857972726,0.43617449791100155,0.23477966953889398,0.32904583255010444
89.18,0.472183196527015,4.474805746739142,0.4347154467813174,0.23439221595643495,0.33089233726224765
89.2,0.46539606701744,4.487732004113974,0.4332795870246511,0.23401297673742957,0.33270743623791943
89.22,0.45780710059634744,4.500475391052889,0.43186951717965,0.23364253801077264,0.3344879448095772
89.24,0.4494218480726636,4.513008351930171,0.4304878120292705,0.23328148227148393,0.33623070569924557
89.26,0.44024743924944215,4.525303103843618,0.4291370162129467,0.23293038578373093,0.33793259800332237
89.28,0.4302926098268417,4.537331732004059,0.4278196378260456,0.2325898159085803,0.33959054626537416
89.3,0.41956772366486766,4.549066290798465,0.426538142035727,0.23226032837280594,0.3412015295914671
89.32000000000001,0.4080847900310804,4.560478910031339,0.4252949447423894,0.23194246449604347,0.34276259076156723
89.34,0.3958574754754171,4.571541905765642,0.42409240631569645,0.23163674839440315,0.3442708452899003
89.36,0.3829011099957459,4.5822278951032756,0.4229328254337491,0.23134368417932824,0.3457234903869227
89.38,0.36923268718402436,4.592509914167692,0.4218184330532986,0.2310637531710032,0.3471178137756982
89.4,0.35487085807402274,4.602361538478905,0.42075138653801925,0.23079741114596622,0.34845120231601456
89.42,0.3398359184469567,4.611757004845704,0.41973376397076645,0.2305450856387606,0.34972115039047297
89.44,0.324149789391581,4.620671333842597,0.4187675586744794,0.23030717331745876,0.35092526800806184
89.46000000000001,0.30783599095938313,4.629080451891375,0.4178546739649535,0.23008403745272077,0.35206128858232555
89.48,0.29091960880345324,4.636961311930547,0.4169969181571397,0.2298760054996931,0.3531270763431673
